Area,BHK,Bathroom,Furnishing,Location,District,Locality,Parking,Status,Transaction,Type,Price
1600,3,2,Semi-Furnished,Vasant Kunj,South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj",2,Ready_to_move,Resale,Apartment,18500000
1200,3,2,Semi-Furnished,Vasant Kunj,South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj carpet area 1200 sqft status Ready to Move floor 5 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road society DDA Flats Vasant Kunj car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold A southEAST facing 3 bhk resale flat is available in the promising locality of sectorE vasant kunj vasant kunj, delhi south. It is a ready to move in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This property offers quality specifications such as lifts, park, water storage and securityfire alar. It is a gated society flat. It provides a spectacular view of the main road and parkgarden. The apartment is priced at rs. 2 cr. It is a freehold property, with a super builtUp area of 1600 sq. Ft. The property price is negotiable. read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Link Properties Pvt. Ltd. 5000+ Buyers Served",1,Ready_to_move,Resale,Apartment,20000000
2200,4,3,Semi-Furnished,Vasant Kunj,South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj Sector C",2,Ready_to_move,Resale,Apartment,23500000
1450,3,2,Semi-Furnished,Vasant Kunj,South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj Sector D",2,Ready_to_move,Resale,Apartment,23500000
1600,3,2,Semi-Furnished,Vasant Kunj,South West Delhi,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1,Ready_to_move,Resale,Apartment,25000000
1184,2,2,Semi-Furnished,Vasant Kunj,South West Delhi,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1,Ready_to_move,Resale,Apartment,17000000
900,2,2,Semi-Furnished,Manglapuri,South West Delhi,"Indra Park Palam, Manglapuri",1,Ready_to_move,Resale,Builder_Floor,3100000
360,1,1,Semi-Furnished,Manglapuri,South West Delhi,"Indra Park Palam, Manglapuri",1,Ready_to_move,Resale,Builder_Floor,1500000
1200,2,2,Semi-Furnished,Manglapuri,South West Delhi,"Manglapuri, Sultanpur",1,Ready_to_move,Resale,Apartment,10000000
900,3,2,Semi-Furnished,Manglapuri,South West Delhi,"Manglapuri, Sultanpur",1,Ready_to_move,Resale,Builder_Floor,9000000
1000,3,2,Semi-Furnished,Manglapuri,South West Delhi,"Manglapuri, Sultanpur",1,Ready_to_move,New_Property,Builder_Floor,7000000
900,3,2,Semi-Furnished,Manglapuri,South West Delhi,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,Builder_Floor,9000000
1150,3,2,Semi-Furnished,Manglapuri,South West Delhi,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,Builder_Floor,6300000
450,1,1,Semi-Furnished,Manglapuri,South West Delhi,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,Apartment,2350000
700,2,2,Semi-Furnished,Manglapuri,South West Delhi,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,Builder_Floor,3500000
1700,3,3,Semi-Furnished,Manglapuri,South West Delhi,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,Apartment,8500000
1100,3,2,Semi-Furnished,Manglapuri,South West Delhi,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,Builder_Floor,6000000
1000,3,3,Semi-Furnished,Manglapuri,South West Delhi,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,Apartment,5500000
1350,3,3,Semi-Furnished,Sultanpur,South West Delhi,Sultanpur,1,Ready_to_move,Resale,Apartment,8500000
800,2,2,Semi-Furnished,Sultanpur,South West Delhi,Sultanpur,1,Almost_ready,Resale,Builder_Floor,5000000
750,2,2,Semi-Furnished,Sultanpur,South West Delhi,Sultanpur,1,Almost_ready,Resale,Builder_Floor,4500000
1100,2,2,Semi-Furnished,Sultanpur,South West Delhi,"Sultanpur carpet area 1100 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Main Road car parking 1 Covered bathroom 2 balcony 2 ownership Freehold 2 bhk flat available in sultanpur, near metro station, loan facility available, with registry, all the modern facilities are variable, with car parking, near market, fully ventilated. read more Contact Agent View Phone No. Share Feedback Agent Delhi Dream 3500+ Buyers Served",1,Ready_to_move,Resale,Builder_Floor,2800000
1000,3,3,Semi-Furnished,Sultanpur,South West Delhi,Sultanpur Extension,1,Ready_to_move,New_Property,Apartment,5500000
445,1,2,Semi-Furnished,Sultanpur,South West Delhi,Sultanpur Extension,1,Ready_to_move,Resale,Apartment,1650000
700,2,2,Semi-Furnished,Sultanpur,South West Delhi,Sultanpur Extension,1,Ready_to_move,Resale,Builder_Floor,2600000
1100,2,2,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj,1,Ready_to_move,Resale,Apartment,15000000
1100,2,2,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj,1,Ready_to_move,Resale,Apartment,15000000
1400,3,2,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj,2,Ready_to_move,New_Property,Apartment,25000000
600,1,1,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj,1,Ready_to_move,New_Property,Apartment,8000000
1700,3,2,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj,2,Ready_to_move,Resale,Builder_Floor,31000000
1100,2,2,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj,3,Ready_to_move,Resale,Apartment,16500000
3500,4,4,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj,5,Ready_to_move,New_Property,Builder_Floor,22500000
1100,2,2,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj,1,Ready_to_move,Resale,Apartment,15000000
1200,3,2,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj Sector A,2,Ready_to_move,Resale,Apartment,25000000
1100,2,2,Semi-Furnished,Vasant Kunj,South West Delhi,Vasant Kunj Sector C,2,Ready_to_move,Resale,Apartment,24000000
1550,3,2,Semi-Furnished,Dwarka,South West Delhi ,Aashirwaad Chowk,1,Ready_to_move,Resale,Apartment,13200000
1470,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,14500000
1500,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,14900000
1850,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,15500000
1380,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,15000000
1700,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,17200000
540,2,2,Semi-Furnished,Dwarka,South West Delhi ,"Adarsh Homes, Dwarka Mor",1,Ready_to_move,New_Property,Apartment,3000000
540,2,2,Semi-Furnished,Dwarka,South West Delhi ,"Adarsh Homes, Dwarka Mor",1,Ready_to_move,New_Property,Apartment,3000000
540,2,2,Semi-Furnished,Dwarka,South West Delhi ,"Adarsh Homes, Dwarka Mor",1,Ready_to_move,New_Property,Apartment,3000000
1600,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Ashirwad Apartments, Dwarka",1,Ready_to_move,Resale,Apartment,15600000
1600,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Ashirwad Apartments, Dwarka",1,Ready_to_move,Resale,Apartment,15600000
1200,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Ashirwad Apartments, Dwarka Sector 12",1,Ready_to_move,Resale,Apartment,15500000
1200,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Ashirwad Apartments, Dwarka Sector 12",1,Ready_to_move,Resale,Apartment,15500000
1200,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Ashirwad Apartments, Dwarka Sector 12",1,Ready_to_move,Resale,Apartment,15500000
1500,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Bank Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,14000000
1600,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Bank Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,15800000
1550,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Bank Apartments, Aashirwaad Chowk, Dwarka carpet area 1550 sqft status Ready to Move floor 7 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road society Bank Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 3 ownership Freehold A spacious 3 Bedroom flat is available for sale in Dwarka , New Delhi.it is cornor building plenty of sunlight and airy. It is located on the 2 Floor. It has a covered area of 1500 Sq-ft. The flat has vitrified tiles & Mosiac flooring. The flat has 24 Hours Available water supply and No/Rare Powercut.. The property is fantastically located and is much sought-after. The property is available at a very competitive Price. read more Contact Agent View Phone No. Share Feedback Sikka Realtors Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users CRISIL Rating No of employees 12 Sikka Realtors Certified Agent Locality Superstar Aashirwaad Chowk, Dwarka 2500+ Buyers Served",1,Ready_to_move,Resale,Apartment,15800000
1400,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Chopra Apartment, Dwarka Sector 23",1,Ready_to_move,Resale,Apartment,13500000
1525,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Chopra Apartment, Dwarka Sector 23",1,Ready_to_move,Resale,Apartment,14200000
1850,3,4,Semi-Furnished,Dwarka,South West Delhi ,Dwarka,1,Ready_to_move,Resale,Apartment,24000000
500,2,2,Semi-Furnished,Dwarka,South West Delhi ,Dwarka Mor,1,Ready_to_move,New_Property,Builder_Floor,3200000
680,3,2,Semi-Furnished,Dwarka,South West Delhi ,Dwarka Mor,1,Ready_to_move,New_Property,Builder_Floor,3400000
765,3,2,Semi-Furnished,Dwarka,South West Delhi ,Dwarka Mor,1,Ready_to_move,Resale,Builder_Floor,3800000
1150,3,2,Semi-Furnished,Dwarka,South West Delhi ,Dwarka Sector 16B,1,Ready_to_move,New_Property,Builder_Floor,6800000
400,1,1,Semi-Furnished,Dwarka,South West Delhi ,"Dwarka Sector 3 carpet area 400 sqft status Ready to Move floor 1 out of 4 floors transaction New Property furnishing Semi-Furnished facing West overlooking Main Road bathroom 1 balcony 1 ownership Freehold Newly Constructed Property 1BHK freehold property , reserved parking, ample space for visitor parking, bathrooms with modern facilities, complete light in all room, wooden wardrobes in bedrooms, separate electric & water meter connection, separate water tank at roof, electronic door lock system with intercom facility, wall to wall POP work, fall ceiling work in all rooms, royal paint work in all rooms, 24X7 running water, branded electric fittings, modular kitchen with electronic chimney, marble vitrified tile flooring, near to metro station, well connected to main road ect. 80 to 90 home loan available. Ready to move read more Contact Agent View Phone No. Share Feedback Agent S.B. Associates 4000+ Buyers Served",1,Ready_to_move,New_Property,Builder_Floor,1850000
1000,2,2,Semi-Furnished,Dwarka,South West Delhi ,"Kailash Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,10700000
1500,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Karuna Vihar Apartment, Dwarka",2,Ready_to_move,Resale,Apartment,16000000
1800,4,2,Semi-Furnished,Dwarka,South West Delhi ,"MeeraBai Apartment, Dwarka Sector 5",1,Ready_to_move,Resale,Apartment,16500000
1900,4,4,Semi-Furnished,Dwarka,South West Delhi ,"Mohinder Apartments, Dwarka Sector 12",1,Ready_to_move,Resale,Apartment,30000000
700,2,1,Semi-Furnished,Dwarka,South West Delhi ,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,Almost_ready,New_Property,Apartment,2400000
1540,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Nav Kairali Apartment, Dwarka Sector 3",1,Ready_to_move,Resale,Apartment,14500000
1540,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Nav Kairali Apartment, Dwarka Sector 3",1,Ready_to_move,Resale,Apartment,14500000
1800,4,3,Semi-Furnished,Dwarka,South West Delhi ,"Neelachal, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,16500000
1200,2,2,Semi-Furnished,Dwarka,South West Delhi ,"Palm Green Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,13000000
1800,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,15500000
1650,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,15500000
1600,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,15200000
1585,3,3,Semi-Furnished,Dwarka,South West Delhi ,"Sarve Satyam Apartment, Aashirwaad Chowk, Dwarka",1,Ready_to_move,Resale,Apartment,16600000
900,3,2,Semi-Furnished,Dwarka,South West Delhi ,"SB Residency, Dwarka Mor",1,Ready_to_move,New_Property,Builder_Floor,2800000
1200,4,3,Semi-Furnished,Dwarka,South West Delhi ,"SB Residency, Dwarka Mor",1,Ready_to_move,New_Property,Builder_Floor,6800000
850,2,1,Semi-Furnished,Dwarka,South West Delhi ,"Siddhartha Heights, Dwarka Sector 24",2,Ready_to_move,New_Property,Apartment,1900000
850,2,1,Semi-Furnished,Dwarka,South West Delhi ,"Siddhartha Heights, Dwarka Sector 24",1,Ready_to_move,New_Property,Apartment,1900000
850,2,1,Semi-Furnished,Dwarka,South West Delhi ,"Siddhartha Heights, Dwarka Sector 24",1,Ready_to_move,New_Property,Apartment,1900000
1700,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Sunny Valley Apartments, Dwarka",1,Ready_to_move,Resale,Apartment,17200000
1700,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Sunny Valley Apartments, Dwarka",1,Ready_to_move,Resale,Apartment,17200000
1700,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Sunny Valley Apartments, Dwarka",1,Ready_to_move,Resale,Apartment,17200000
1620,3,2,Semi-Furnished,Dwarka,South West Delhi ,"Crescent Apartments, Dwarka Sector 18",1,Ready_to_move,Resale,Apartment,14900000
1800,3,2,Semi-Furnished,Dwarka,South West Delhi ,Dwarka Sector 4,1,Ready_to_move,Resale,Apartment,14800000
594,2,1,Semi-Furnished,Paschim Vihar,West Delhi,"Ashoka Apartment, Paschim Vihar Block A2",1,Ready_to_move,Resale,Apartment,6500000
900,2,2,Semi-Furnished,Punjabi Bagh,West Delhi,"Bhagwan Das Nagar, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,15000000
405,1,1,Semi-Furnished,Paschim Vihar,West Delhi,"DDA Lig Flats, Paschim Vihar carpet area 45 sqyrd status Ready to Move floor 4 out of 4 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road society DDA Lig Flats bathroom 1 balcony 1 ownership Freehold East Facing Property Expected price for the Flat is kept at 45 Lac. This is a 1 bedroom apartment present in DDA Lig Flats, Paschim Vihar. It measures an area of 45 Sq-m. It is on 4 floor out of 4 floors in the tower and is also well ventilated. The Flat has 1 washroom and also has 1 spacious balcony. read more Contact Owner View Phone No. Share Feedback Owner Anil",1,Ready_to_move,Resale,Apartment,4500000
3002,4,5,Semi-Furnished,Moti Nagar,West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,50000000
1450,3,3,Semi-Furnished,Moti Nagar,West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,15500000
1250,3,2,Semi-Furnished,Moti Nagar,West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,16000000
1260,3,3,Semi-Furnished,Moti Nagar,West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,25000000
1450,3,3,Semi-Furnished,Moti Nagar,West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,15000000
2800,4,5,Semi-Furnished,Moti Nagar,West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,42500000
1470,3,2,Semi-Furnished,Moti Nagar,West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,14200000
2445,4,4,Semi-Furnished,Punjabi Bagh,West Delhi,"DLF Capitals Phase III, Shivaji Park, Punjabi Bagh",1,Ready_to_move,Resale,Apartment,52500000
2700,4,3,Semi-Furnished,Paschim Vihar,West Delhi,"Guru Harikishan Nagar, Paschim Vihar",1,Ready_to_move,Resale,Builder_Floor,42500000
540,2,2,Semi-Furnished,Uttam Nagar,West Delhi,"Kushwaha Homes, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,3300000
540,2,2,Semi-Furnished,Uttam Nagar,West Delhi,"Kushwaha Homes, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,3300000
540,2,2,Semi-Furnished,Uttam Nagar,West Delhi,"Kushwaha Homes, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,3300000
960,2,2,Semi-Furnished,Paschim Vihar,West Delhi,"Navbharat Apartment, Paschim Vihar Block B1",2,Ready_to_move,Resale,Apartment,13000000
2300,4,5,Semi-Furnished,Moti Nagar,West Delhi,"New Moti Nagar, Kirti Nagar",3,Ready_to_move,New_Property,Apartment,46500000
2430,4,5,Semi-Furnished,Moti Nagar,West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,42500000
900,2,2,Semi-Furnished,Moti Nagar,West Delhi,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,6700000
1400,3,2,Semi-Furnished,Moti Nagar,West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,17500000
702,3,2,Semi-Furnished,Moti Nagar,West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,14200000
1138,2,2,Semi-Furnished,Moti Nagar,West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,13500000
810,3,2,Semi-Furnished,Uttam Nagar,West Delhi,"New Uttam Nagar, Uttam Nagar",1,Ready_to_move,Resale,Builder_Floor,5400000
1155,2,2,Semi-Furnished,Punjabi Bagh,West Delhi,"Pal Mohan Apartments, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,18500000
1000,3,2,Semi-Furnished,Uttam Nagar,West Delhi,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,Almost_ready,New_Property,Builder_Floor,5510000
1000,3,2,Semi-Furnished,Uttam Nagar,West Delhi,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,Almost_ready,New_Property,Builder_Floor,5510000
1000,3,2,Semi-Furnished,Uttam Nagar,West Delhi,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,Almost_ready,New_Property,Builder_Floor,5510000
900,2,3,Semi-Furnished,Paschim Vihar,West Delhi,Paschim Vihar,1,Ready_to_move,Resale,Apartment,8500000
1100,3,2,Semi-Furnished,Paschim Vihar,West Delhi,Paschim Vihar,2,Ready_to_move,Resale,Apartment,13100000
1100,3,2,Semi-Furnished,Paschim Vihar,West Delhi,Paschim Vihar,1,Ready_to_move,Resale,Apartment,16000000
1150,3,3,Semi-Furnished,Paschim Vihar,West Delhi,Paschim Vihar Block B2,1,Ready_to_move,Resale,Builder_Floor,21000000
14220,3,3,Semi-Furnished,Paschim Vihar,West Delhi,Paschim Vihar Block B4,1,Ready_to_move,New_Property,Builder_Floor,27500000
450,2,2,Semi-Furnished,Paschim Vihar,West Delhi,"Paschimpuri, Paschim Vihar",1,Ready_to_move,Resale,Builder_Floor,5000000
2000,3,3,Semi-Furnished,Patel Nagar,West Delhi,"Patel Nagar East, Patel Nagar",1,Ready_to_move,Resale,Apartment,37500000
1530,3,3,Semi-Furnished,Patel Nagar,West Delhi,"Patel Nagar East, Patel Nagar",2,Ready_to_move,Resale,Builder_Floor,26500000
100,3,2,Semi-Furnished,Patel Nagar,West Delhi,"Patel Nagar East, Patel Nagar",2,Ready_to_move,Resale,Apartment,16000000
1800,3,3,Semi-Furnished,Patel Nagar,West Delhi,"Patel Nagar East, Patel Nagar",2,Ready_to_move,Resale,Builder_Floor,27000000
200,1,1,Semi-Furnished,Patel Nagar,West Delhi,"Patel Nagar East, Patel Nagar",1,Ready_to_move,Resale,Apartment,7000000
1782,3,3,Semi-Furnished,Patel Nagar,West Delhi,"Patel Nagar East, Patel Nagar",1,Ready_to_move,Resale,Apartment,15000000
900,3,2,Semi-Furnished,Patel Nagar,West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Builder_Floor,9500000
1680,4,5,Semi-Furnished,Patel Nagar,West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Builder_Floor,20000000
2000,4,4,Semi-Furnished,Patel Nagar,West Delhi,Patel Nagar West,3,Ready_to_move,Resale,Builder_Floor,15000000
950,2,2,Semi-Furnished,Patel Nagar,West Delhi,Patel Nagar West,2,Ready_to_move,Resale,Builder_Floor,8000000
1500,3,3,Semi-Furnished,Patel Nagar,West Delhi,Patel Nagar West,2,Ready_to_move,Resale,Builder_Floor,19500000
850,2,3,Semi-Furnished,Patel Nagar,West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Builder_Floor,5900000
405,2,1,Semi-Furnished,Patel Nagar,West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Apartment,3950000
1700,3,3,Semi-Furnished,Punjabi Bagh,West Delhi,Punjabi Bagh,2,Ready_to_move,Resale,Builder_Floor,23000000
1800,3,3,Semi-Furnished,Punjabi Bagh,West Delhi,Punjabi Bagh,2,Ready_to_move,New_Property,Builder_Floor,27500000
2340,4,4,Semi-Furnished,Punjabi Bagh,West Delhi,Punjabi Bagh East,1,Ready_to_move,Resale,Builder_Floor,26000000
1000,2,2,Semi-Furnished,Punjabi Bagh,West Delhi,"Punjabi Bagh Enclave, Madipur, Punjabi Bagh",1,Ready_to_move,Resale,Apartment,7800000
1450,3,3,Semi-Furnished,Punjabi Bagh,West Delhi,"Punjabi Bagh Enclave, Punjabi Bagh",2,Ready_to_move,Resale,Builder_Floor,32500000
2250,4,4,Semi-Furnished,Punjabi Bagh,West Delhi,"Punjabi Bagh Enclave, Punjabi Bagh West",2,Ready_to_move,New_Property,Builder_Floor,50000000
800,2,2,Semi-Furnished,Punjabi Bagh,West Delhi,"Punjabi Bagh Enclave, Punjabi Bagh West",2,Ready_to_move,Resale,Apartment,7500000
2100,3,3,Semi-Furnished,Punjabi Bagh,West Delhi,"Punjabi Bagh Enclave, Shivaji Park, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,25000000
1620,3,3,Semi-Furnished,Punjabi Bagh,West Delhi,"Punjabi Bagh Extension, Punjabi Bagh",1,Ready_to_move,New_Property,Builder_Floor,29000000
195,3,3,Semi-Furnished,Punjabi Bagh,West Delhi,"Punjabi Bagh Extension, Punjabi Bagh",1,Almost_ready,New_Property,Builder_Floor,28000000
807.2925,2,1,Semi-Furnished,Punjabi Bagh,West Delhi,"Punjabi Bagh Extension, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,8000000
2500,4,4,Semi-Furnished,Punjabi Bagh,West Delhi,Punjabi Bagh West,2,Ready_to_move,New_Property,Builder_Floor,80000000
2250,3,3,Semi-Furnished,Punjabi Bagh,West Delhi,Punjabi Bagh West,2,Ready_to_move,Resale,Apartment,20500000
4455,5,5,Semi-Furnished,Punjabi Bagh,West Delhi,Punjabi Bagh West,1,Almost_ready,New_Property,Builder_Floor,115000000
17010,3,3,Semi-Furnished,Punjabi Bagh,West Delhi,Punjabi Bagh West,2,Ready_to_move,Resale,Builder_Floor,25000000
1350,3,3,Semi-Furnished,Paschim Vihar,West Delhi,"Pushkar Enclave, Paschim Vihar",1,Ready_to_move,Resale,Builder_Floor,15000000
1620,3,3,Semi-Furnished,Paschim Vihar,West Delhi,"Reserve Bank Enclave, Paschim Vihar",,Ready_to_move,New_Property,Builder_Floor,26000000
1500,3,2,Semi-Furnished,Paschim Vihar,West Delhi,"Sunder Apartments, Sunder Vihar, Paschim Vihar",2,Ready_to_move,Resale,Apartment,18000000
1900,3,3,Semi-Furnished,Patel Nagar,West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,55300000
540,2,2,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,2650000
780,3,2,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,4000000
360,1,1,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,1700000
1000,3,2,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,6200000
620,2,2,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,3100000
540,2,2,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,2500000
360,1,1,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,2000000
550,2,2,Semi-Furnished,Uttam Nagar,West Delhi,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",1,Ready_to_move,New_Property,Builder_Floor,2600000
540,2,2,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,2600000
450,2,1,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,1850000
495,2,2,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,2150000
550,2,2,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,1900000
550,2,1,Semi-Furnished,Uttam Nagar,West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,2000000
1500,3,3,Unfurnished,Karol Bagh,Central Delhi,"DDA Mig Flat, Prasad Nagar, Karol Bagh",2,Ready_to_move,Resale,Apartment,16000000
1143,2,2,Unfurnished,Karol Bagh,Central Delhi,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",1,Ready_to_move,Resale,Apartment,16000000
468,2,2,Unfurnished,Karol Bagh,Central Delhi,Karol Bagh,1,Ready_to_move,Resale,Builder_Floor,4100000
576,2,2,Unfurnished,Karol Bagh,Central Delhi,"Prasad Nagar, Karol Bagh",1,Ready_to_move,Resale,Apartment,5000000
5236,5,7,Unfurnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",3,Almost_ready,New_Property,Apartment,73700000
2805,4,4,Unfurnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",2,Almost_ready,Resale,Apartment,52300000
